WebSocket transport not available. Install eventlet or gevent and gevent-websocket for improved performance.
 * Running on http://0.0.0.0:8000/ (Press CTRL+C to quit)
104.187.193.229 - - [21/Jun/2017 05:27:27] "GET /socket.io/?EIO=3&transport=polling&t=1498022842383-7&sid=bb0a0a0b4896456eb8685cbdabf02619 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:31] "GET /socket.io/?EIO=3&transport=polling&t=1498022847967-8&sid=bb0a0a0b4896456eb8685cbdabf02619 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:31] "POST /socket.io/?EIO=3&transport=polling&t=1498022852364-9&sid=bb0a0a0b4896456eb8685cbdabf02619 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:39] "GET / HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:40] "GET /socket.io/?EIO=3&transport=polling&t=1498022861181-0 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:40] "POST /socket.io/?EIO=3&transport=polling&t=1498022861232-1&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:40] "GET /socket.io/?EIO=3&transport=polling&t=1498022861233-2&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:40] "POST /socket.io/?EIO=3&transport=polling&t=1498022861271-3&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:40] "POST /socket.io/?EIO=3&transport=polling&t=1498022861307-5&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022852364-10&sid=bb0a0a0b4896456eb8685cbdabf02619 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:41] "GET /socket.io/?EIO=3&transport=polling&t=1498022861271-4&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:42] "POST /socket.io/?EIO=3&transport=polling&t=1498022862671-6&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:51] "GET /socket.io/?EIO=3&transport=polling&t=1498022862671-7&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
52788819253], [-118.08613740198221, 33.82555339680267], [-118.08613742293329, 33.82557380156862], [-118.08607633954239, 33.82560955303469], [-118.08601523517805, 33.82562489970377], [-118.08596024610607, 33.825645343745045], [-118.08590523363206, 33.825640281229084], [-118.08584412399587, 33.82565052833724], [-118.08578300391109, 33.82565057188633], [-118.08572797827382, 33.8256353057633], [-118.08569741960879, 33.82563532751128], [-118.08567296582272, 33.82563024543112]]], "type": "Polygon"}, "properties": {"OBJECTID": 88, "SHAPE_AREA": 205830.994926, "SHAPE_LEN": 2869.11220137, "highlight": {}, "style": {}}, "type": "Feature"}, {"geometry": {"coordinates": [[[-118.1873029416904, 33.845429170409304], [-118.1872406876082, 33.84542926718771], [-118.18732388645856, 33.844969773298565], [-118.1873837005445, 33.84496968027207], [-118.1873029416904, 33.845429170409304]]], "type": "Polygon"}, "properties": {"OBJECTID": 84, "SHAPE_AREA": 3098.3642125, "SHAPE_LEN": 375.195577443, "highlight": {}, "style": {}}, "type": "Feature"}, {"geometry": {"coordinates": [[[-118.14178413832306, 33.81322249240756], [-118.14159171536052, 33.81322336455104], [-118.1408489163779, 33.8132192415175], [-118.14025019277172, 33.81321702765104], [-118.13997799684886, 33.81321484843914], [-118.1398703097781, 33.81320914821585], [-118.13982144310026, 33.81320337732333], [-118.13977117211992, 33.81319609674661], [-118.13971773090958, 33.81318279296869], [-118.13965834577853, 33.81316329059466], [-118.13959014755899, 33.81313278656798], [-118.13950719464688, 33.81309305322393], [-118.13946987697781, 33.81307237111058], [-118.13955101765231, 33.81295606544445], [-118.13957376481278, 33.81297438756765], [-118.13961264949764, 33.81300370281771], [-118.13964639419275, 33.81302690556415], [-118.13968527078065, 33.81305132741267], [-118.13973659827208, 33.813072061898005], [-118.13979233530979, 33.81308689719486], [-118.1398432018217, 33.81309765762758], [-118.1398830939807, 33.81310427014847], [-118.13990752590033, 33.813106320939696], [-118.14101623492108, 33.81311002183835], [-118.14148883585318, 33.81311446161572], [-118.14158405544084, 33.8131155976609], [-118.1416767708955, 33.813110494473335], [-118.1417525331158, 33.81310374645861], [-118.14182829110872, 33.813094504765466], [-118.14190504339088, 33.81308276134773], [-118.14198078718928, 33.813063531293594], [-118.1420565211615, 33.81304013827446], [-118.14211231599435, 33.81301760224216], [-118.14217408530881, 33.81299006498953], [-118.14222788003028, 33.81296253712435], [-118.14228365782743, 33.812930012751245], [-118.14232947659838, 33.8129033277664], [-118.14237429539328, 33.81287581044475], [-118.14242509147078, 33.81284495660985], [-118.14246804863683, 33.812894009121294], [-118.14243262892985, 33.81291713031757], [-118.1424075949506, 33.81293210113071], [-118.14237540959998, 33.81295206079599], [-118.14233726279036, 33.81297501574047], [-118.14227885007817, 33.81300994758375], [-118.14222043056373, 33.81304089508534], [-118.14217750370408, 33.813059871303224], [-118.14212980529575, 33.813079849218106], [-118.14206779395782, 33.81310382832247], [-118.14199026625019, 33.81312583353108], [-118.14192991831686, 33.81314234114526], [-118.14188422388708, 33.813151863481565], [-118.14184634838686, 33.81315856466716], [-118.14179940649963, 33.81316689772399], [-118.14176838729145, 33.81317091856806], [-118.14175367958437, 33.81317182205039], [-118.14176968247493, 33.81319062340587], [-118.14178410343206, 33.81320184496174], [-118.14178413832306, 33.81322249240756]]], "type": "Polygon"}, "properties": {"OBJECTID": 91, "SHAPE_AREA": 33418.574559, "SHAPE_LEN": 1963.86198714, "highlight": {}, "style": {}}, "type": "Feature"}], "type": "FeatureCollection"}
                     
                     ).addTo(map_c848af812e3846db9e3c9e1e89f36e56);
                 geo_json_0e52e7d325ea4ea2aa9142d003d7afe8.setStyle(function(feature) {return feature.properties.style;});
 
             
 </script>
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', {u'data': u'Im connected'})
('test', 104.187.193.229 - - [21/Jun/2017 05:27:51] "POST /socket.io/?EIO=3&transport=polling&t=1498022872389-8&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2017 05:27:55] "GET /map/33.77,-118.193 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:27:55] "GET /socket.io/?EIO=3&transport=polling&t=1498022872389-9&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:28:01] "GET /socket.io/?EIO=3&transport=polling&t=1498022875752-10&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:28:01] "POST /socket.io/?EIO=3&transport=polling&t=1498022882406-11&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:28:05] "POST /socket.io/?EIO=3&transport=polling&t=1498022886237-13&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:28:05] "GET /socket.io/?EIO=3&transport=polling&t=1498022882407-12&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:28:11] "GET /socket.io/?EIO=3&transport=polling&t=1498022886356-14&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
104.187.193.229 - - [21/Jun/2017 05:28:11] "POST /socket.io/?EIO=3&transport=polling&t=1498022892456-15&sid=78f7a85d2032484096cad8fd81d6b3a8 HTTP/1.1" 200 -
